order_id,order_date,gross_amount,commission_fee,transaction_fee,shipping_subsidy,refund_flag,refund_amount,net_amount
ORD0000348,2025-09-03,430.99,15.38,5.67,2.14,0,0.0,412.08
ORD0000349,2025-09-03,322.91,8.28,3.8,9.0,0,0.0,319.83
ORD0000350,2025-09-03,186.88,8.2,3.09,3.43,0,0.0,179.02
ORD0000351,2025-09-03,338.01,16.5,4.31,0.39,1,104.91,212.68
ORD0000352,2025-09-03,342.49,14.27,3.65,4.95,0,0.0,329.52
ORD0000353,2025-09-03,481.08,22.87,5.08,1.24,1,43.14,411.23
ORD0000354,2025-09-03,198.04,9.81,3.13,2.38,1,164.07,23.41
ORD0000355,2025-09-03,224.04,6.85,2.29,7.47,0,0.0,222.37
ORD0000356,2025-09-03,409.82,16.04,7.58,1.31,0,0.0,387.51
ORD0000357,2025-09-03,262.77,8.99,3.04,8.07,0,0.0,258.81
ORD0000358,2025-09-03,373.56,18.53,6.0,9.37,0,0.0,358.4
ORD0000359,2025-09-03,240.66,5.49,3.48,6.07,0,0.0,237.76
ORD0000360,2025-09-03,123.44,4.0,1.78,7.1,0,0.0,124.76
ORD0000361,2025-09-03,377.7,17.47,4.05,7.14,0,0.0,363.32
ORD0000362,2025-09-03,82.95,2.37,1.5,9.93,0,0.0,89.01
ORD0000363,2025-09-03,115.32,5.03,2.18,3.42,0,0.0,111.53
ORD0000364,2025-09-03,320.88,10.1,3.24,1.63,0,0.0,309.17
ORD0000365,2025-09-03,378.69,18.71,4.46,5.19,0,0.0,360.71
ORD0000366,2025-09-03,449.45,20.9,8.56,5.33,0,0.0,425.32
ORD0000367,2025-09-03,150.84,4.38,2.34,1.78,0,0.0,145.9
ORD0000368,2025-09-03,73.15,3.15,0.84,6.13,0,0.0,75.29
ORD0000369,2025-09-03,478.9,14.42,5.76,0.14,0,0.0,458.86
ORD0000370,2025-09-03,94.12,3.59,1.56,9.28,0,0.0,98.25
ORD0000371,2025-09-03,114.88,4.57,1.98,2.65,0,0.0,110.98
ORD0000372,2025-09-03,159.84,7.17,2.56,0.4,0,0.0,150.51
ORD0000373,2025-09-03,274.11,5.68,5.35,1.08,0,0.0,264.16
ORD0000374,2025-09-03,443.76,11.81,6.63,2.4,0,0.0,427.72
ORD0000375,2025-09-03,385.06,15.93,5.01,2.74,0,0.0,366.86
ORD0000376,2025-09-03,359.92,13.28,5.32,0.33,1,33.48,308.17
ORD0000377,2025-09-03,104.09,3.63,1.42,2.79,0,0.0,101.83
ORD0000378,2025-09-03,191.69,4.15,2.35,1.93,0,0.0,187.12
ORD0000379,2025-09-03,249.63,7.6,2.61,3.79,0,0.0,243.21
ORD0000380,2025-09-03,90.76,4.17,1.23,3.85,0,0.0,89.21
ORD0000381,2025-09-03,151.25,3.17,2.59,3.39,0,0.0,148.88
ORD0000382,2025-09-03,168.0,5.36,1.71,3.28,0,0.0,164.21
ORD0000383,2025-09-03,81.09,3.92,1.17,0.9,0,0.0,76.9
ORD0000384,2025-09-03,284.12,6.12,4.67,0.25,0,0.0,273.58
ORD0000385,2025-09-03,358.41,15.23,5.77,2.02,0,0.0,339.43
ORD0000386,2025-09-03,53.57,1.49,0.95,7.57,0,0.0,58.7
ORD0000387,2025-09-03,250.94,11.54,4.54,9.91,0,0.0,244.77
ORD0000388,2025-09-03,395.46,16.76,6.77,9.29,0,0.0,381.22
ORD0000389,2025-09-03,379.04,17.65,4.18,5.04,0,0.0,362.25
ORD0000390,2025-09-03,411.24,10.89,6.07,5.32,0,0.0,399.6
ORD0000391,2025-09-03,235.16,8.45,3.77,3.15,0,0.0,226.09
ORD0000392,2025-09-03,413.87,17.95,5.16,7.74,0,0.0,398.5
ORD0000393,2025-09-03,135.56,3.71,1.41,7.65,0,0.0,138.09
ORD0000394,2025-09-03,193.19,5.2,2.36,8.44,0,0.0,194.07
ORD0000395,2025-09-03,104.65,2.18,1.52,8.96,0,0.0,109.91
ORD0000396,2025-09-03,244.39,11.92,3.46,4.34,0,0.0,233.35
ORD0000397,2025-09-03,208.19,8.6,2.45,7.67,0,0.0,204.81
ORD0000398,2025-09-03,135.65,5.3,2.47,8.06,0,0.0,135.94
ORD0000399,2025-09-03,380.85,16.12,7.33,3.08,0,0.0,360.48
ORD0000400,2025-09-03,170.65,6.13,2.05,9.29,0,0.0,171.76
ORD0000401,2025-09-03,150.95,5.18,2.91,0.94,0,0.0,143.8
ORD0000402,2025-09-03,82.83,2.77,0.84,9.94,0,0.0,89.16
ORD0000403,2025-09-03,230.63,9.04,4.44,7.7,0,0.0,224.85
ORD0000404,2025-09-03,165.42,4.31,3.23,0.93,0,0.0,158.81
ORD0000405,2025-09-03,197.25,9.2,2.0,6.56,1,59.5,133.11
ORD0000406,2025-09-03,133.28,5.91,2.35,0.34,1,109.12,16.24
ORD0000407,2025-09-03,386.31,11.78,7.61,7.7,0,0.0,374.62
ORD0000408,2025-09-03,466.4,17.42,8.89,7.99,0,0.0,448.08
ORD0000409,2025-09-03,259.01,6.28,5.1,6.02,0,0.0,253.65
ORD0000410,2025-09-03,328.64,16.16,5.09,8.57,0,0.0,315.96
ORD0000411,2025-09-03,436.24,20.54,4.7,0.98,0,0.0,411.98
ORD0000412,2025-09-03,499.44,23.8,9.24,2.76,0,0.0,469.16
ORD0000413,2025-09-03,314.49,9.42,5.08,4.14,0,0.0,304.13
ORD0000414,2025-09-03,447.09,11.21,7.22,0.42,0,0.0,429.08
ORD0000415,2025-09-03,456.13,12.02,6.46,4.48,0,0.0,442.13
ORD0000416,2025-09-03,399.9,9.08,6.29,2.65,0,0.0,387.18
ORD0000417,2025-09-03,241.25,5.69,2.78,3.93,1,135.98,100.73
ORD0000418,2025-09-03,58.95,1.31,1.03,4.25,0,0.0,60.86
ORD0000419,2025-09-03,27.59,1.37,0.3,8.79,0,0.0,34.71
ORD0000420,2025-09-03,249.06,5.53,4.31,2.7,0,0.0,241.92
ORD0000421,2025-09-03,257.27,6.17,4.76,8.94,0,0.0,255.28
ORD0000422,2025-09-03,215.53,9.66,3.17,4.26,0,0.0,206.96
ORD0000423,2025-09-03,292.72,10.95,4.42,3.28,0,0.0,280.63
ORD0000424,2025-09-03,285.04,12.32,3.74,5.03,0,0.0,274.01
ORD0000425,2025-09-03,421.57,16.41,8.3,4.18,0,0.0,401.04
ORD0000426,2025-09-03,72.16,3.35,1.25,2.57,0,0.0,70.13
ORD0000427,2025-09-03,128.09,5.02,1.75,5.03,0,0.0,126.35
ORD0000428,2025-09-03,400.64,14.29,4.71,1.52,0,0.0,383.16
ORD0000429,2025-09-04,416.85,19.37,6.14,1.59,0,0.0,392.93
ORD0000430,2025-09-04,281.7,12.37,3.72,6.73,0,0.0,272.34
ORD0000431,2025-09-04,317.56,14.64,3.45,2.71,1,141.34,160.84
ORD0000432,2025-09-04,354.43,14.51,4.41,2.73,0,0.0,338.24
ORD0000433,2025-09-04,432.3,17.39,4.37,1.62,0,0.0,412.16
ORD0000434,2025-09-04,78.7,2.81,1.56,3.32,0,0.0,77.65
ORD0000435,2025-09-04,464.57,18.39,5.68,3.31,0,0.0,443.81
ORD0000436,2025-09-04,32.49,1.55,0.59,4.54,0,0.0,34.89
ORD0000437,2025-09-04,421.38,9.7,4.92,1.9,1,149.48,259.18
ORD0000438,2025-09-04,56.84,1.68,0.73,1.93,1,42.52,13.84
ORD0000439,2025-09-04,113.42,2.51,1.61,5.42,1,100.18,14.54
ORD0000440,2025-09-04,21.87,1.06,0.29,1.29,0,0.0,21.81
ORD0000441,2025-09-04,233.72,7.8,4.2,6.89,1,1.49,227.12
ORD0000442,2025-09-04,180.49,7.27,3.53,9.44,0,0.0,179.13
ORD0000443,2025-09-04,99.68,4.51,1.87,4.27,0,0.0,97.57
ORD0000444,2025-09-04,236.52,11.76,2.73,9.01,0,0.0,231.04
ORD0000445,2025-09-04,213.14,5.3,3.79,0.98,0,0.0,205.03
ORD0000446,2025-09-04,388.48,17.09,4.46,0.43,0,0.0,367.36
ORD0000447,2025-09-04,448.7,20.92,8.59,7.21,1,151.9,274.5
ORD0000448,2025-09-04,333.23,7.15,5.06,7.61,0,0.0,328.63
ORD0000449,2025-09-04,79.72,3.4,1.07,8.43,0,0.0,83.68
ORD0000450,2025-09-04,161.79,4.96,1.87,0.57,1,83.39,72.14
ORD0000451,2025-09-04,458.39,18.09,4.64,7.77,0,0.0,443.43
ORD0000452,2025-09-04,62.59,2.22,0.78,3.77,1,1.13,62.23
ORD0000453,2025-09-04,215.29,5.98,4.12,3.03,0,0.0,208.22
ORD0000454,2025-09-04,472.4,11.36,8.49,1.73,0,0.0,454.28
ORD0000455,2025-09-04,476.32,11.2,9.38,9.96,0,0.0,465.7
ORD0000456,2025-09-04,217.38,5.02,2.39,0.64,0,0.0,210.61
ORD0000457,2025-09-04,340.35,13.32,5.42,8.27,0,0.0,329.88
ORD0000458,2025-09-04,239.24,7.31,3.01,6.39,0,0.0,235.31
ORD0000459,2025-09-04,381.66,10.11,5.89,7.35,0,0.0,373.01
ORD0000460,2025-09-04,35.16,1.43,0.46,7.12,0,0.0,40.39
ORD0000461,2025-09-04,89.2,3.62,1.14,8.58,0,0.0,93.02
ORD0000462,2025-09-04,314.82,11.39,4.95,1.84,0,0.0,300.32
ORD0000463,2025-09-04,131.63,6.32,1.56,0.01,0,0.0,123.76
ORD0000464,2025-09-04,339.71,10.72,4.99,5.99,1,183.86,146.13
ORD0000465,2025-09-04,188.59,8.5,3.11,3.54,0,0.0,180.52
ORD0000466,2025-09-04,445.59,9.92,5.03,1.24,0,0.0,431.88
ORD0000467,2025-09-04,413.24,17.44,7.98,1.86,0,0.0,389.68
ORD0000468,2025-09-04,256.56,12.74,3.86,3.32,0,0.0,243.28
ORD0000469,2025-09-04,390.99,17.75,7.11,0.7,0,0.0,366.83
ORD0000470,2025-09-04,150.15,5.61,2.48,0.57,0,0.0,142.63
ORD0000471,2025-09-04,257.24,9.98,4.4,9.16,0,0.0,252.02
ORD0000472,2025-09-04,114.79,3.51,1.97,3.12,0,0.0,112.43
ORD0000473,2025-09-04,433.23,17.5,8.12,9.82,0,0.0,417.43
ORD0000474,2025-09-04,415.07,17.89,6.7,9.64,0,0.0,400.12
ORD0000475,2025-09-04,453.03,22.63,5.79,1.43,0,0.0,426.04
ORD0000476,2025-09-04,441.19,15.34,4.85,7.15,0,0.0,428.15
ORD0000477,2025-09-04,480.61,10.5,7.72,6.01,0,0.0,468.4
ORD0000478,2025-09-04,129.6,4.91,1.38,6.91,0,0.0,130.22
ORD0000479,2025-09-04,467.28,11.01,5.8,0.96,0,0.0,451.43
ORD0000480,2025-09-04,294.18,8.04,3.12,1.89,0,0.0,284.91
ORD0000481,2025-09-04,222.8,6.65,3.45,0.77,0,0.0,213.47
ORD0000482,2025-09-04,288.98,12.12,3.35,6.04,1,95.22,184.33
ORD0000483,2025-09-04,184.45,4.71,2.97,9.87,0,0.0,186.64
ORD0000484,2025-09-04,158.51,3.96,2.84,6.72,1,141.32,17.11
ORD0000485,2025-09-04,135.83,2.9,2.47,7.11,0,0.0,137.57
ORD0000486,2025-09-04,59.57,2.75,0.78,9.85,0,0.0,65.89
ORD0000487,2025-09-04,258.35,10.54,4.0,6.78,0,0.0,250.59
ORD0000488,2025-09-04,446.13,9.46,6.97,0.4,0,0.0,430.1
ORD0000489,2025-09-04,322.47,6.72,4.75,8.67,0,0.0,319.67
ORD0000490,2025-09-04,270.07,9.93,4.47,3.65,0,0.0,259.32
ORD0000491,2025-09-04,225.72,6.43,2.73,0.04,0,0.0,216.6
ORD0000492,2025-09-04,242.91,9.21,4.81,5.07,0,0.0,233.96
ORD0000493,2025-09-04,120.45,3.98,1.32,9.37,0,0.0,124.52
ORD0000494,2025-09-04,415.01,19.8,7.59,2.57,0,0.0,390.19
ORD0000495,2025-09-04,115.22,3.3,1.84,4.92,0,0.0,115.0
ORD0000496,2025-09-04,363.98,14.7,4.53,1.74,0,0.0,346.49
ORD0000497,2025-09-04,384.79,8.32,6.72,0.58,0,0.0,370.33
ORD0000498,2025-09-04,295.94,14.41,3.21,0.81,0,0.0,279.13
ORD0000499,2025-09-04,434.2,21.46,7.7,7.27,0,0.0,412.31
ORD0000500,2025-09-04,159.7,6.73,2.54,8.64,0,0.0,159.07
ORD0000501,2025-09-04,443.18,15.05,4.92,1.43,0,0.0,424.64
ORD0000502,2025-09-04,370.12,9.85,4.0,2.88,0,0.0,359.15
ORD0000503,2025-09-04,403.4,17.9,7.06,1.95,1,104.33,276.06
ORD0000504,2025-09-04,339.0,14.27,4.38,0.27,0,0.0,320.62
ORD0000505,2025-09-04,426.24,11.36,8.05,5.53,0,0.0,412.36
ORD0000506,2025-09-04,496.69,16.66,8.75,7.0,0,0.0,478.28
ORD0000507,2025-09-04,221.68,7.51,3.76,6.48,0,0.0,216.89
ORD0000508,2025-09-04,410.68,18.4,5.25,3.88,1,124.92,265.99
ORD0000509,2025-09-04,377.4,15.29,6.45,5.55,0,0.0,361.21
ORD0000510,2025-09-04,237.38,9.33,4.62,0.94,0,0.0,224.37
ORD0000511,2025-09-04,464.94,18.36,5.08,1.54,0,0.0,443.04
ORD0000512,2025-09-04,209.32,5.88,2.78,9.32,0,0.0,209.98
ORD0000513,2025-09-04,291.42,9.08,3.6,7.62,0,0.0,286.36
ORD0000514,2025-09-04,70.85,1.51,0.99,9.23,0,0.0,77.58
ORD0000515,2025-09-04,128.37,5.6,2.24,9.17,0,0.0,129.7
ORD0000516,2025-09-04,423.53,13.97,6.24,6.49,0,0.0,409.81
ORD0000517,2025-09-04,210.35,6.97,3.3,9.28,0,0.0,209.36
ORD0000518,2025-09-04,209.16,5.72,2.75,4.17,0,0.0,204.86
ORD0000519,2025-09-04,138.07,3.63,1.58,0.04,0,0.0,132.9
ORD0000520,2025-09-04,255.97,9.63,3.24,0.63,0,0.0,243.73
ORD0000521,2025-09-04,406.79,10.97,7.56,1.09,0,0.0,389.35
ORD0000522,2025-09-04,449.68,9.86,7.21,0.95,0,0.0,433.56
ORD0000523,2025-09-04,53.65,2.31,0.74,3.52,0,0.0,54.12
ORD0000524,2025-09-04,295.91,9.26,5.3,7.01,0,0.0,288.36
ORD0000525,2025-09-04,244.29,7.67,2.6,7.91,1,78.02,163.91
ORD0000526,2025-09-04,314.86,10.37,3.95,5.9,0,0.0,306.44
ORD0000527,2025-09-04,234.69,10.43,2.89,1.46,0,0.0,222.83
ORD0000528,2025-09-04,211.35,6.26,4.2,7.48,1,149.31,59.06
ORD0000529,2025-09-04,246.5,10.54,4.21,3.55,0,0.0,235.3
ORD0000530,2025-09-04,299.36,14.43,4.84,0.13,0,0.0,280.22
ORD0000531,2025-09-04,260.47,10.37,2.62,2.81,0,0.0,250.29
ORD0000532,2025-09-04,246.63,8.13,2.92,3.31,1,80.94,157.95
ORD0000533,2025-09-04,412.56,17.51,6.75,2.74,0,0.0,391.04
ORD0000534,2025-09-04,377.91,12.75,5.21,8.12,0,0.0,368.07
ORD0000535,2025-09-04,183.86,5.96,3.54,7.6,0,0.0,181.96
ORD0000536,2025-09-04,404.28,14.46,7.13,6.96,0,0.0,389.65
ORD0000537,2025-09-04,429.75,12.69,6.22,1.39,0,0.0,412.23
ORD0000538,2025-09-04,93.68,2.17,1.64,8.08,0,0.0,97.95
ORD0000539,2025-09-04,299.69,9.72,5.92,6.77,0,0.0,290.82
ORD0000540,2025-09-04,156.95,3.72,2.29,1.95,0,0.0,152.89
ORD0000541,2025-09-04,374.8,12.11,6.16,6.48,0,0.0,363.01
ORD0000542,2025-09-04,134.62,4.94,2.58,4.84,0,0.0,131.94
ORD0000543,2025-09-04,342.27,16.4,4.27,4.39,0,0.0,325.99
ORD0000544,2025-09-04,142.46,3.0,2.69,1.12,0,0.0,137.89
ORD0000545,2025-09-04,265.35,10.25,2.91,5.18,1,199.54,57.83
ORD0000546,2025-09-04,475.35,16.03,7.84,1.0,0,0.0,452.48
ORD0000547,2025-09-04,203.03,4.18,3.62,1.64,0,0.0,196.87
ORD0000548,2025-09-04,440.35,12.1,7.11,1.33,0,0.0,422.47
ORD0000549,2025-09-04,493.73,11.63,7.38,9.54,0,0.0,484.26
ORD0000550,2025-09-04,439.93,11.66,7.12,2.85,1,58.08,365.92
ORD0000551,2025-09-04,99.62,2.81,1.15,3.55,0,0.0,99.21
ORD0000552,2025-09-04,413.44,13.25,5.03,3.22,0,0.0,398.38
ORD0000553,2025-09-04,35.43,1.27,0.45,8.98,0,0.0,42.69
ORD0000554,2025-09-04,208.78,4.18,3.34,5.63,0,0.0,206.89
ORD0000555,2025-09-04,437.95,10.89,6.31,9.19,0,0.0,429.94
ORD0000556,2025-09-04,350.6,8.0,4.36,3.0,0,0.0,341.24
ORD0000557,2025-09-04,275.72,10.06,5.19,1.15,0,0.0,261.62
ORD0000558,2025-09-04,206.17,6.16,2.83,5.56,1,40.59,162.15
ORD0000559,2025-09-04,409.9,14.94,5.93,3.46,0,0.0,392.49
ORD0000560,2025-09-04,360.59,9.61,5.08,8.02,0,0.0,353.92
ORD0000561,2025-09-04,244.83,5.07,2.89,8.79,0,0.0,245.66
ORD0000562,2025-09-04,448.39,21.63,7.76,4.73,0,0.0,423.73
ORD0000563,2025-09-04,130.38,3.03,1.89,9.71,0,0.0,135.17
ORD0000564,2025-09-04,101.79,2.42,1.03,5.53,0,0.0,103.87
ORD0000565,2025-09-04,328.55,8.02,6.45,2.71,0,0.0,316.79
ORD0000566,2025-09-04,486.56,24.05,8.83,4.89,1,73.74,384.83
ORD0000567,2025-09-04,138.68,5.34,2.39,0.37,0,0.0,131.32
ORD0000568,2025-09-04,139.84,5.36,2.61,8.04,0,0.0,139.91
ORD0000569,2025-09-04,86.96,4.31,1.66,1.01,0,0.0,82.0
ORD0000570,2025-09-04,433.07,9.81,5.79,3.09,1,124.74,295.82
ORD0000571,2025-09-04,128.67,6.34,2.07,5.65,0,0.0,125.91
ORD0000572,2025-09-04,261.53,6.83,4.21,0.43,0,0.0,250.92
ORD0000573,2025-09-04,495.62,19.18,6.28,0.79,0,0.0,470.95
ORD0000574,2025-09-04,25.83,0.84,0.32,6.96,1,134.02,-102.39
ORD0000575,2025-09-04,287.11,9.05,3.2,0.72,0,0.0,275.58
ORD0000576,2025-09-04,265.9,12.75,4.41,4.77,0,0.0,253.51
ORD0000577,2025-09-04,407.57,9.98,7.26,3.39,0,0.0,393.72
ORD0000578,2025-09-04,190.54,9.51,3.36,2.28,0,0.0,179.95
ORD0000579,2025-09-04,216.96,6.81,2.86,1.89,0,0.0,209.18
ORD0000580,2025-09-04,100.61,3.97,1.21,7.63,0,0.0,103.06
ORD0000581,2025-09-04,375.59,18.42,5.46,9.52,0,0.0,361.23
ORD0000582,2025-09-04,396.66,8.62,6.14,1.4,0,0.0,383.3
ORD0000583,2025-09-04,85.6,4.08,1.64,9.6,0,0.0,89.48
ORD0000584,2025-09-04,208.86,7.73,3.92,5.95,1,118.22,84.94
ORD0000585,2025-09-04,448.59,18.45,8.6,6.42,1,13.3,414.66
ORD0000586,2025-09-04,21.3,0.52,0.39,7.1,0,0.0,27.49
ORD0000587,2025-09-04,163.4,5.88,3.21,7.04,0,0.0,161.35
ORD0000588,2025-09-04,286.42,11.52,4.2,8.2,0,0.0,278.9
ORD0000589,2025-09-04,180.37,6.08,1.89,4.83,0,0.0,177.23
ORD0000590,2025-09-04,150.58,3.71,1.63,5.33,1,56.04,94.53
ORD0000591,2025-09-04,240.82,6.58,3.35,3.24,0,0.0,234.13
ORD0000592,2025-09-04,107.13,4.89,1.35,1.05,0,0.0,101.94
ORD0000593,2025-09-04,274.22,5.77,3.21,6.65,0,0.0,271.89
ORD0000594,2025-09-04,359.21,14.82,7.02,0.34,1,11.31,326.4
ORD0000595,2025-09-04,296.14,14.8,3.54,2.76,0,0.0,280.56
ORD0000596,2025-09-04,64.69,1.31,1.27,0.94,0,0.0,63.05
ORD0000597,2025-09-04,425.32,10.56,7.49,1.91,0,0.0,409.18
ORD0000598,2025-09-04,103.99,4.18,1.71,6.39,0,0.0,104.49
ORD0000599,2025-09-04,387.11,8.44,6.49,6.28,0,0.0,378.46
ORD0000600,2025-09-04,193.07,7.28,2.57,4.21,0,0.0,187.43
ORD0000601,2025-09-04,395.73,16.03,6.52,0.9,0,0.0,374.08
ORD0000602,2025-09-04,119.01,4.48,1.41,4.33,0,0.0,117.45
ORD0000603,2025-09-04,109.6,3.39,2.12,3.53,0,0.0,107.62
ORD0000604,2025-09-04,258.57,10.58,3.37,7.2,0,0.0,251.82
ORD0000605,2025-09-04,35.81,1.35,0.45,5.79,0,0.0,39.8
ORD0000606,2025-09-04,128.14,3.36,2.19,4.92,0,0.0,127.51
ORD0000607,2025-09-04,367.53,13.56,6.09,4.87,0,0.0,352.75
ORD0000608,2025-09-04,421.94,19.6,6.12,9.66,0,0.0,405.88
ORD0000609,2025-09-04,58.78,2.35,0.96,7.56,0,0.0,63.03
ORD0000610,2025-09-05,456.01,10.35,6.06,5.11,0,0.0,444.71
ORD0000611,2025-09-05,447.21,18.56,8.66,4.75,0,0.0,424.74
ORD0000612,2025-09-05,346.14,9.52,5.62,8.65,1,90.69,248.96
ORD0000613,2025-09-05,135.43,6.27,2.0,3.86,0,0.0,131.02
ORD0000614,2025-09-05,221.51,6.49,3.59,3.96,0,0.0,215.39
ORD0000615,2025-09-05,121.39,3.16,1.72,3.05,0,0.0,119.56
ORD0000616,2025-09-05,81.72,1.84,1.2,5.19,0,0.0,83.87
ORD0000617,2025-09-05,202.4,7.15,2.61,5.45,0,0.0,198.09
ORD0000618,2025-09-05,296.39,9.94,4.27,6.6,0,0.0,288.78
ORD0000619,2025-09-05,192.77,8.2,3.25,4.31,0,0.0,185.63
ORD0000620,2025-09-05,313.2,10.63,3.26,2.18,0,0.0,301.49
ORD0000621,2025-09-05,162.2,4.92,2.91,8.67,0,0.0,163.04
ORD0000622,2025-09-05,186.01,5.18,2.39,3.46,0,0.0,181.9
ORD0000623,2025-09-05,399.52,11.32,6.72,9.23,0,0.0,390.71
ORD0000624,2025-09-05,441.59,21.12,7.25,2.07,0,0.0,415.29
ORD0000625,2025-09-05,174.58,4.36,2.89,5.6,0,0.0,172.93
ORD0000626,2025-09-05,294.33,14.61,4.73,5.37,0,0.0,280.36
ORD0000627,2025-09-05,153.52,4.58,3.01,8.29,0,0.0,154.22
ORD0000628,2025-09-05,45.6,1.03,0.69,1.39,0,0.0,45.27
ORD0000629,2025-09-05,374.17,10.27,6.48,9.1,0,0.0,366.52
ORD0000630,2025-09-05,102.08,2.22,1.74,5.31,1,124.74,-21.31
ORD0000631,2025-09-05,224.34,9.8,2.77,5.86,0,0.0,217.63
ORD0000632,2025-09-05,253.78,8.98,3.26,5.1,0,0.0,246.64
ORD0000633,2025-09-05,108.55,3.27,1.55,0.36,0,0.0,104.09
ORD0000634,2025-09-05,65.39,2.61,0.84,4.97,0,0.0,66.91
ORD0000635,2025-09-05,187.05,7.28,2.56,2.64,0,0.0,179.85
ORD0000636,2025-09-05,477.1,22.99,6.64,3.43,0,0.0,450.9
ORD0000637,2025-09-05,315.27,15.4,5.06,6.49,0,0.0,301.3
ORD0000638,2025-09-05,203.08,8.21,2.48,4.98,0,0.0,197.37
ORD0000639,2025-09-05,38.68,1.72,0.7,0.93,0,0.0,37.19
ORD0000640,2025-09-05,308.13,13.49,4.43,0.73,0,0.0,290.94
ORD0000641,2025-09-05,64.28,2.23,1.1,1.86,0,0.0,62.81
ORD0000642,2025-09-05,280.42,11.53,3.03,1.91,0,0.0,267.77
ORD0000643,2025-09-05,380.94,8.51,5.6,6.08,0,0.0,372.91
ORD0000644,2025-09-05,223.32,9.54,2.3,1.78,0,0.0,213.26
ORD0000645,2025-09-05,163.72,8.0,2.74,8.82,0,0.0,161.8
ORD0000646,2025-09-05,42.74,0.96,0.57,2.1,0,0.0,43.31
ORD0000647,2025-09-05,31.89,1.44,0.62,0.91,0,0.0,30.74
ORD0000648,2025-09-05,226.41,10.87,3.0,8.76,0,0.0,221.3
ORD0000649,2025-09-05,444.01,11.89,6.94,2.95,0,0.0,428.13
ORD0000650,2025-09-05,137.15,4.9,1.72,4.25,0,0.0,134.78
ORD0000651,2025-09-05,295.55,14.14,4.79,9.59,0,0.0,286.21
ORD0000652,2025-09-05,348.47,17.01,5.11,9.44,0,0.0,335.79
ORD0000653,2025-09-05,49.2,1.17,0.67,7.15,0,0.0,54.51
ORD0000654,2025-09-05,93.49,2.85,1.13,0.69,0,0.0,90.2
ORD0000655,2025-09-05,179.01,7.33,1.99,5.93,0,0.0,175.62
ORD0000656,2025-09-05,341.64,9.1,3.83,9.89,0,0.0,338.6
ORD0000657,2025-09-05,230.74,6.86,4.61,9.47,0,0.0,228.74
ORD0000658,2025-09-05,372.41,7.71,5.26,1.06,0,0.0,360.5
ORD0000659,2025-09-05,436.45,10.74,4.37,3.96,0,0.0,425.3
ORD0000660,2025-09-05,384.02,14.16,7.5,3.16,0,0.0,365.52
ORD0000661,2025-09-05,496.28,19.65,5.06,1.3,0,0.0,472.87
ORD0000662,2025-09-05,382.09,15.08,5.42,6.95,0,0.0,368.54
ORD0000663,2025-09-05,429.05,18.6,7.37,2.74,0,0.0,405.82
ORD0000664,2025-09-05,419.54,13.62,8.03,3.45,0,0.0,401.34
ORD0000665,2025-09-05,370.53,10.45,6.35,0.9,0,0.0,354.63
ORD0000666,2025-09-05,404.86,8.29,5.93,4.98,0,0.0,395.62
ORD0000667,2025-09-05,468.65,12.28,9.25,1.58,0,0.0,448.7
ORD0000668,2025-09-05,248.1,7.29,2.58,4.32,0,0.0,242.55
ORD0000669,2025-09-05,326.38,8.27,6.48,1.43,0,0.0,313.06
ORD0000670,2025-09-05,267.17,5.5,4.94,9.54,0,0.0,266.27
ORD0000671,2025-09-05,428.5,10.59,8.27,1.45,0,0.0,411.09
ORD0000672,2025-09-05,227.05,9.08,2.85,5.22,0,0.0,220.34
ORD0000673,2025-09-05,413.47,16.08,4.72,1.97,0,0.0,394.64
ORD0000674,2025-09-05,403.69,19.41,6.71,0.76,0,0.0,378.33
ORD0000675,2025-09-05,481.71,21.17,7.3,2.02,0,0.0,455.26
ORD0000676,2025-09-05,139.48,5.17,2.12,0.55,0,0.0,132.74
ORD0000677,2025-09-05,360.62,8.7,6.94,1.39,0,0.0,346.37
ORD0000678,2025-09-05,383.32,14.15,6.21,4.93,0,0.0,367.89
ORD0000679,2025-09-05,469.41,10.26,6.15,6.52,0,0.0,459.52
ORD0000680,2025-09-05,455.31,14.99,6.37,0.87,0,0.0,434.82
ORD0000681,2025-09-05,295.29,9.36,3.35,4.41,0,0.0,286.99
ORD0000682,2025-09-05,297.99,9.78,3.55,5.81,0,0.0,290.47
ORD0000683,2025-09-05,100.3,2.85,1.15,2.34,0,0.0,98.64
ORD0000684,2025-09-05,487.98,19.8,8.83,3.72,0,0.0,463.07
ORD0000685,2025-09-05,142.41,6.44,2.43,0.72,0,0.0,134.26
ORD0000686,2025-09-05,367.87,15.84,5.63,2.2,0,0.0,348.6
ORD0000687,2025-09-05,401.98,15.61,5.52,4.67,0,0.0,385.52
ORD0000688,2025-09-05,231.78,8.38,3.87,9.9,0,0.0,229.43
ORD0000689,2025-09-05,121.37,2.54,2.2,9.96,0,0.0,126.59
ORD0000690,2025-09-05,110.7,4.61,2.08,9.8,0,0.0,113.81
ORD0000691,2025-09-05,431.12,15.67,6.67,4.23,1,90.73,322.28
ORD0000692,2025-09-05,265.16,7.46,4.83,0.81,0,0.0,253.68
ORD0000693,2025-09-06,271.42,9.31,3.26,9.19,0,0.0,268.04
ORD0000694,2025-09-06,154.51,5.45,2.4,3.76,0,0.0,150.42
ORD0000695,2025-09-06,432.8,17.98,4.58,8.75,0,0.0,418.99
